Data,Hora,Padrao,Resultado,Estagio
04/04/2025,18:37:50,PVVVPVP,WIN,Martingale 0
04/04/2025,18:39:20,VPVPVPP,LOSS,Martingale 1
04/04/2025,18:39:46,VPVPVPP,LOSS,Martingale 2
04/04/2025,18:40:18,VPVPVPP,BRANCO,Martingale 2
04/04/2025,18:44:47,PVVVVVPV,WIN,Martingale 0
04/04/2025,18:46:49,PVPVVP,BRANCO,Martingale 0
04/04/2025,18:50:50,VVPVVVP,LOSS,Martingale 1
04/04/2025,18:51:22,VVPVVVP,WIN,Martingale 1
04/04/2025,18:52:21,VPVPB,WIN,Martingale 0
04/04/2025,18:54:22,BVPVP,WIN,Martingale 0
04/04/2025,18:55:52,VPVPVPP,WIN,Martingale 0
04/04/2025,18:56:51,VPVPPVV,WIN,Martingale 0
04/04/2025,18:58:21,PPVVVVP,WIN,Martingale 0
04/04/2025,18:59:52,VVPVVP,WIN,Martingale 0
04/04/2025,19:01:53,VVPPPPV,LOSS,Martingale 1
04/04/2025,19:02:20,VVPPPPV,LOSS,Martingale 2
04/04/2025,19:02:52,VVPPPPV,WIN,Martingale 2
04/04/2025,19:03:50,PVVVPP,LOSS,Martingale 1
04/04/2025,19:04:22,PVVVPP,LOSS,Martingale 2
04/04/2025,19:04:54,PVVVPP,LOSS,Gale 1
04/04/2025,19:11:53,PPVVVB,LOSS,Martingale 1
04/04/2025,19:12:20,PPVVVB,WIN,Martingale 1
04/04/2025,19:13:24,PVVVBVPP,WIN,Martingale 0
04/04/2025,19:14:55,VPPVVP,BRANCO,Martingale 0
04/04/2025,19:16:25,PPVVPBVP,LOSS,Martingale 1
04/04/2025,19:16:52,PPVVPBVP,LOSS,Martingale 2
04/04/2025,19:17:24,PPVVPBVP,LOSS,Gale 1
04/04/2025,19:18:54,PVVVPP,LOSS,Martingale 1
04/04/2025,19:19:26,PVVVPP,LOSS,Martingale 2
04/04/2025,19:19:52,PVVVPP,WIN,Martingale 2
04/04/2025,19:22:25,PVBPPV,LOSS,Martingale 1
04/04/2025,19:22:52,PVBPPV,WIN,Martingale 1
04/04/2025,19:24:22,PVPVVP,LOSS,Martingale 1
04/04/2025,19:24:54,PVPVVP,LOSS,Martingale 2
04/04/2025,19:25:26,PVPVVP,WIN,Martingale 2
04/04/2025,19:26:56,PVVPPV,LOSS,Martingale 1
04/04/2025,19:27:23,PVVPPV,LOSS,Martingale 2
04/04/2025,19:27:54,PVVPPV,LOSS,Gale 1
04/04/2025,19:28:53,VVVVB,WIN,Martingale 0
04/04/2025,19:31:57,VPPVVB,LOSS,Martingale 1
04/04/2025,19:32:24,VPPVVB,WIN,Martingale 1
04/04/2025,19:34:57,VVBVV,WIN,Martingale 0
04/04/2025,19:37:24,VVPVVP,LOSS,Martingale 1
04/04/2025,19:37:56,VVPVVP,LOSS,Martingale 2
04/04/2025,19:38:28,VVPVVP,WIN,Martingale 2
04/04/2025,19:39:53,VPPPVPV,LOSS,Martingale 1
04/04/2025,19:40:25,VPPPVPV,WIN,Martingale 1
04/04/2025,19:41:24,PVPVPVP,WIN,Martingale 0
04/04/2025,19:42:27,PVPVPVP,LOSS,Martingale 1
04/04/2025,19:42:54,PVPVPVP,LOSS,Martingale 2
04/04/2025,19:43:26,PVPVPVP,LOSS,Gale 1
04/04/2025,19:45:28,VPPPPPVP,WIN,Martingale 0
04/04/2025,19:46:58,PPVPPPV,WIN,Martingale 0
04/04/2025,19:47:57,VPPPVVP,LOSS,Martingale 1
04/04/2025,19:48:28,VPPPVVP,LOSS,Martingale 2
04/04/2025,19:48:55,VPPPVVP,LOSS,Gale 1
04/04/2025,19:49:59,PPPPB,WIN,Martingale 0
04/04/2025,19:51:29,PBPVP,LOSS,Martingale 1
04/04/2025,19:51:56,PBPVP,LOSS,Martingale 2
04/04/2025,19:52:28,PBPVP,LOSS,Gale 1
04/04/2025,19:56:55,VPVPPV,LOSS,Martingale 1
04/04/2025,19:57:27,VPVPPV,WIN,Martingale 1
04/04/2025,19:58:57,PVVPPV,LOSS,Martingale 1
04/04/2025,19:59:29,PVVPPV,WIN,Martingale 1
04/04/2025,20:01:57,VVPPPPV,LOSS,Martingale 1
04/04/2025,20:02:29,VVPPPPV,LOSS,Martingale 2
04/04/2025,20:03:01,VVPPPPV,LOSS,Gale 1
04/04/2025,20:04:31,PPPVVVVVP,BRANCO,Martingale 0
04/04/2025,20:08:01,VPPPVV,WIN,Martingale 0
04/04/2025,20:08:59,PPVVVP,LOSS,Martingale 1
04/04/2025,20:09:31,PPVVVP,BRANCO,Martingale 1
04/04/2025,20:11:59,PVBVVPV,LOSS,Martingale 1
04/04/2025,20:12:31,PVBVVPV,WIN,Martingale 1
04/04/2025,20:14:02,PVPVVP,LOSS,Martingale 1
04/04/2025,20:14:29,PVPVVP,WIN,Martingale 1
04/04/2025,20:16:00,VPPVVV,WIN,Martingale 0
04/04/2025,20:16:59,VPPVVVVP,WIN,Martingale 0
04/04/2025,20:18:03,PVVVVPPV,WIN,Martingale 0
04/04/2025,20:19:01,VPPVVB,LOSS,Martingale 1
04/04/2025,20:19:28,VPPVVB,WIN,Martingale 1
04/04/2025,20:20:58,VVBPVVP,WIN,Martingale 0
04/04/2025,20:22:02,PVVPVP,WIN,Martingale 0
04/04/2025,20:23:01,PVVPVPPP,WIN,Martingale 0
04/04/2025,20:24:31,PVPPPPVV,LOSS,Martingale 1
04/04/2025,20:25:03,PVPPPPVV,WIN,Martingale 1
04/04/2025,20:26:02,PVVVPP,WIN,Martingale 0
04/04/2025,20:27:01,VVPPPV,WIN,Martingale 0
04/04/2025,20:27:59,VPPPVPP,LOSS,Martingale 1
04/04/2025,20:28:31,VPPPVPP,BRANCO,Martingale 1
04/04/2025,20:33:30,VPPPVPP,WIN,Martingale 0
04/04/2025,20:35:00,PPVPPPPV,LOSS,Martingale 1
04/04/2025,20:35:32,PPVPPPPV,WIN,Martingale 1
04/04/2025,20:37:02,PPVPVVV,LOSS,Martingale 1
04/04/2025,20:37:34,PPVPVVV,WIN,Martingale 1
04/04/2025,20:38:33,PVVVVPV,LOSS,Martingale 1
04/04/2025,20:39:05,PVVVVPV,WIN,Martingale 1
04/04/2025,20:40:35,PVVPPV,WIN,Martingale 0
04/04/2025,20:41:34,VVPPVPP,LOSS,Martingale 1
04/04/2025,20:42:01,VVPPVPP,WIN,Martingale 1
04/04/2025,20:43:05,VPPVPV,LOSS,Martingale 1
04/04/2025,20:43:32,VPPVPV,BRANCO,Martingale 1
04/04/2025,20:46:04,BVPVP,LOSS,Martingale 1
04/04/2025,20:46:36,BVPVP,LOSS,Martingale 2
04/04/2025,20:47:03,BVPVP,WIN,Martingale 2
04/04/2025,20:48:02,PVPVVPP,LOSS,Martingale 1
04/04/2025,20:48:34,PVPVVPP,LOSS,Martingale 2
04/04/2025,20:49:06,PVPVVPP,WIN,Martingale 2
04/04/2025,20:50:36,PVVPPV,LOSS,Martingale 1
04/04/2025,20:51:03,PVVPPV,LOSS,Martingale 2
04/04/2025,20:51:35,PVVPPV,LOSS,Gale 1
04/04/2025,20:52:34,PPVVVVP,WIN,Martingale 0
04/04/2025,20:54:05,VVVPVPP,BRANCO,Martingale 0
04/04/2025,20:56:33,BVPVP,WIN,Martingale 0
04/04/2025,20:58:04,PVPVVP,LOSS,Martingale 1
04/04/2025,20:58:36,PVPVVP,WIN,Martingale 1
04/04/2025,20:59:34,PVVPVPP,WIN,Martingale 0
04/04/2025,21:00:33,VPVPPVV,LOSS,Martingale 1
04/04/2025,21:01:05,VPVPPVV,LOSS,Martingale 2
04/04/2025,21:01:37,VPVPPVV,WIN,Martingale 2
04/04/2025,21:07:34,PPBVVPV,WIN,Martingale 0
04/04/2025,21:09:36,VPVPVPP,LOSS,Martingale 1
04/04/2025,21:10:08,VPVPVPP,LOSS,Martingale 2
04/04/2025,21:10:34,VPVPVPP,LOSS,Gale 1
04/04/2025,21:11:38,PPPPB,WIN,Martingale 0
04/04/2025,21:14:06,BPPPVV,LOSS,Martingale 1
04/04/2025,21:14:38,BPPPVV,LOSS,Martingale 2
04/04/2025,21:15:05,BPPPVV,LOSS,Gale 1
04/04/2025,21:16:09,PPPVVVVVP,WIN,Martingale 0
04/04/2025,21:17:07,PVVVVVPVV,WIN,Martingale 0
04/04/2025,21:18:06,VVPVVVP,WIN,Martingale 0
04/04/2025,21:20:08,VVPPPPV,LOSS,Martingale 1
04/04/2025,21:20:39,VVPPPPV,WIN,Martingale 1
04/04/2025,21:24:10,VPPPPPPP,LOSS,Martingale 1
04/04/2025,21:24:37,VPPPPPPP,LOSS,Martingale 2
04/04/2025,21:25:09,VPPPPPPP,LOSS,Gale 1
04/04/2025,21:26:39,PPPPPPPV,LOSS,Martingale 1
04/04/2025,21:27:11,PPPPPPPV,LOSS,Martingale 2
04/04/2025,21:27:38,PPPPPPPV,LOSS,Gale 1
04/04/2025,21:28:37,PPVPPPV,LOSS,Martingale 1
04/04/2025,21:29:08,PPVPPPV,LOSS,Martingale 2
04/04/2025,21:29:40,PPVPPPV,WIN,Martingale 2
04/04/2025,21:31:10,VPPVVV,LOSS,Martingale 1
04/04/2025,21:31:37,VPPVVV,WIN,Martingale 1
04/04/2025,21:38:11,PBPPV,LOSS,Martingale 1
04/04/2025,21:38:42,PBPPV,LOSS,Martingale 2
04/04/2025,21:39:09,PBPPV,LOSS,Gale 1
04/04/2025,21:41:11,PPVPPPPPV,WIN,Martingale 0
04/04/2025,21:43:12,PVVPPV,WIN,Martingale 0
04/04/2025,21:44:11,VVPPVPV,LOSS,Martingale 1
04/04/2025,21:44:43,VVPPVPV,WIN,Martingale 1
04/04/2025,21:45:42,PVPVPVP,LOSS,Martingale 1
04/04/2025,21:46:08,PVPVPVP,WIN,Martingale 1
04/04/2025,21:47:12,VPVPPVV,WIN,Martingale 0
04/04/2025,21:48:43,PVVPVP,LOSS,Martingale 1
04/04/2025,21:49:10,PVVPVP,LOSS,Martingale 2
04/04/2025,21:49:41,PVVPVP,BRANCO,Martingale 2
04/04/2025,21:52:09,BPVPV,LOSS,Martingale 1
04/04/2025,21:52:41,BPVPV,WIN,Martingale 1
04/04/2025,21:53:40,PVPVPVP,LOSS,Martingale 1
04/04/2025,21:54:12,PVPVPVP,LOSS,Martingale 2
04/04/2025,21:54:43,PVPVPVP,WIN,Martingale 2
04/04/2025,21:55:42,VPPPVV,LOSS,Martingale 1
04/04/2025,21:56:14,VPPPVV,WIN,Martingale 1
04/04/2025,21:57:13,PVVPVV,BRANCO,Martingale 0
04/04/2025,21:58:43,VVBVV,LOSS,Martingale 1
04/04/2025,21:59:10,VVBVV,LOSS,Martingale 2
04/04/2025,21:59:42,VVBVV,WIN,Martingale 2
04/04/2025,22:01:12,VPPVVP,WIN,Martingale 0
04/04/2025,22:07:14,PBPVP,LOSS,Martingale 1
04/04/2025,22:07:46,PBPVP,LOSS,Martingale 2
04/04/2025,22:08:12,PBPVP,LOSS,Gale 1
04/04/2025,22:10:14,VPPPPPVP,LOSS,Martingale 1
04/04/2025,22:10:46,VPPPPPVP,WIN,Martingale 1
04/04/2025,22:12:16,VPVPPV,WIN,Martingale 0
04/04/2025,22:13:15,VPPVPP,LOSS,Martingale 1
04/04/2025,22:13:47,VPPVPP,WIN,Martingale 1
04/04/2025,22:14:46,VPPPVV,WIN,Martingale 0
04/04/2025,22:16:16,PVVPPV,WIN,Martingale 0
04/04/2025,22:17:14,VPPVPV,WIN,Martingale 0
04/04/2025,22:18:45,VPVPPV,LOSS,Martingale 1
04/04/2025,22:19:17,VPVPPV,LOSS,Martingale 2
04/04/2025,22:19:44,VPVPPV,WIN,Martingale 2
04/04/2025,22:20:48,PVVVPP,BRANCO,Martingale 0
04/04/2025,22:23:16,BVVVV,LOSS,Martingale 1
04/04/2025,22:23:48,BVVVV,WIN,Martingale 1
04/04/2025,22:27:46,VPPVVV,LOSS,Martingale 1
04/04/2025,22:28:19,VPPVVV,WIN,Martingale 1
04/04/2025,22:35:49,VPPVVP,WIN,Martingale 0
04/04/2025,22:36:48,PVVPPV,LOSS,Martingale 1
04/04/2025,22:37:20,PVVPPV,LOSS,Martingale 2
04/04/2025,22:37:47,PVVPPV,LOSS,Gale 1
04/04/2025,22:38:46,VVVVB,LOSS,Martingale 1
04/04/2025,22:39:18,VVVVB,LOSS,Martingale 2
04/04/2025,22:39:50,VVVVB,LOSS,Gale 1
04/04/2025,22:42:17,PPVVVP,WIN,Martingale 0
04/04/2025,22:44:19,VVPVVVP,LOSS,Martingale 1
04/04/2025,22:44:51,VVPVVVP,LOSS,Martingale 2
04/04/2025,22:45:18,VVPVVVP,WIN,Martingale 2
04/04/2025,22:46:49,PVVPPV,LOSS,Martingale 1
04/04/2025,22:47:21,PVVPPV,LOSS,Martingale 2
04/04/2025,22:47:47,PVVPPV,LOSS,Gale 1
04/04/2025,22:49:49,PVVVVVPV,WIN,Martingale 0
04/04/2025,22:50:48,VVPVVP,WIN,Martingale 0
04/04/2025,22:51:52,PVVPVV,WIN,Martingale 0
04/04/2025,22:53:22,PVVPVV,LOSS,Martingale 1
04/04/2025,22:53:49,PVVPVV,WIN,Martingale 1
04/04/2025,22:54:53,VVPVVVPP,LOSS,Martingale 1
04/04/2025,22:55:19,VVPVVVPP,LOSS,Martingale 2
04/04/2025,22:55:51,VVPVVVPP,WIN,Martingale 2
04/04/2025,22:56:50,VPPPPVP,BRANCO,Martingale 0
04/04/2025,22:57:49,PVPBP,WIN,Martingale 0
04/04/2025,22:58:53,PVPBPVV,WIN,Martingale 0
04/04/2025,23:01:21,PVVVVPPV,WIN,Martingale 0
04/04/2025,23:02:19,VPPVVP,WIN,Martingale 0
04/04/2025,23:03:24,PVVPVV,LOSS,Martingale 1
04/04/2025,23:03:50,PVVPVV,LOSS,Martingale 2
04/04/2025,23:04:22,PVVPVV,WIN,Martingale 2
04/04/2025,23:05:52,PVVVVPPP,LOSS,Martingale 1
04/04/2025,23:06:24,PVVVVPPP,WIN,Martingale 1
04/04/2025,23:07:23,VPPPVPP,WIN,Martingale 0
04/04/2025,23:09:25,PPVPPPPPV,LOSS,Martingale 1
04/04/2025,23:09:51,PPVPPPPPV,LOSS,Martingale 2
04/04/2025,23:10:23,PPVPPPPPV,WIN,Martingale 2
04/04/2025,23:11:54,VPPVPP,WIN,Martingale 0
04/04/2025,23:12:52,PPVPPPV,LOSS,Martingale 1
04/04/2025,23:13:24,PPVPPPV,WIN,Martingale 1
04/04/2025,23:14:54,PVVPVP,WIN,Martingale 0
04/04/2025,23:16:24,VPPBP,WIN,Martingale 0
04/04/2025,23:19:54,VVPVVP,WIN,Martingale 0
04/04/2025,23:20:53,VPVVPVP,WIN,Martingale 0
04/04/2025,23:21:52,VPVPPV,LOSS,Martingale 1
04/04/2025,23:22:24,VPVPPV,LOSS,Martingale 2
04/04/2025,23:22:56,VPVPPV,WIN,Martingale 2
04/04/2025,23:23:55,PPVPPVV,LOSS,Martingale 1
04/04/2025,23:24:22,PPVPPVV,LOSS,Martingale 2
04/04/2025,23:24:55,PPVPPVV,LOSS,Gale 1
04/04/2025,23:25:54,VVPPPV,LOSS,Martingale 1
04/04/2025,23:26:26,VVPPPV,WIN,Martingale 1
04/04/2025,23:27:25,VPPPVPVV,LOSS,Martingale 1
04/04/2025,23:27:52,VPPPVPVV,WIN,Martingale 1
04/04/2025,23:28:56,PVVPVP,LOSS,Martingale 1
04/04/2025,23:29:23,PVVPVP,WIN,Martingale 1
04/04/2025,23:30:53,VPPVPP,WIN,Martingale 0
04/04/2025,23:32:23,VPPVVV,WIN,Martingale 0
04/04/2025,23:36:27,VVBVV,LOSS,Martingale 1
04/04/2025,23:36:53,VVBVV,LOSS,Martingale 2
04/04/2025,23:37:25,VVBVV,WIN,Martingale 2
04/04/2025,23:40:24,VPVPVPP,LOSS,Martingale 1
04/04/2025,23:40:56,VPVPVPP,WIN,Martingale 1
04/04/2025,23:41:55,VPPPVV,LOSS,Martingale 1
04/04/2025,23:42:27,VPPPVV,BRANCO,Martingale 1
04/04/2025,23:43:57,PVVVBPP,WIN,Martingale 0
04/04/2025,23:45:28,BPPVVV,LOSS,Martingale 1
04/04/2025,23:45:55,BPPVVV,WIN,Martingale 1
04/04/2025,23:48:27,VVPVVVP,LOSS,Martingale 1
04/04/2025,23:48:59,VVPVVVP,LOSS,Martingale 2
04/04/2025,23:49:26,VVPVVVP,WIN,Martingale 2
04/04/2025,23:51:59,VVPPPPV,LOSS,Martingale 1
04/04/2025,23:52:25,VVPPPPV,WIN,Martingale 1
04/04/2025,23:53:56,PPVVPBP,LOSS,Martingale 1
04/04/2025,23:54:28,PPVVPBP,WIN,Martingale 1
04/04/2025,23:55:26,BPVPV,BRANCO,Martingale 0
04/04/2025,23:59:28,PVVVPP,LOSS,Martingale 1
05/04/2025,00:00:00,PVVVPP,WIN,Martingale 1
05/04/2025,00:00:59,VPPPVV,LOSS,Martingale 1
05/04/2025,00:01:31,VPPPVV,WIN,Martingale 1
05/04/2025,00:04:31,VVPVVVVP,LOSS,Martingale 1
05/04/2025,00:04:58,VVPVVVVP,WIN,Martingale 1
05/04/2025,00:08:02,PVBPPV,WIN,Martingale 0
05/04/2025,00:12:29,VPPPVV,WIN,Martingale 0
05/04/2025,00:13:59,PVVPPV,WIN,Martingale 0
05/04/2025,00:14:58,VPPVPP,WIN,Martingale 0
05/04/2025,00:16:28,VPPVVV,WIN,Martingale 0
05/04/2025,00:19:32,VVPVVVVP,BRANCO,Martingale 0
05/04/2025,00:25:29,VPPPPVV,LOSS,Martingale 1
05/04/2025,00:26:02,VPPPPVV,WIN,Martingale 1
05/04/2025,00:28:29,VVPVVVP,WIN,Martingale 0
05/04/2025,00:30:30,VVPPPPV,LOSS,Martingale 1
05/04/2025,00:31:03,VVPPPPV,LOSS,Martingale 2
05/04/2025,00:31:34,VVPPPPV,LOSS,Gale 1
05/04/2025,00:32:33,VVVVB,WIN,Martingale 0
05/04/2025,00:33:32,VVBVV,LOSS,Martingale 1
05/04/2025,00:34:04,VVBVV,LOSS,Martingale 2
05/04/2025,00:34:32,VVBVV,WIN,Martingale 2
05/04/2025,00:37:31,BVPVP,WIN,Martingale 0
05/04/2025,00:39:32,PPPBV,WIN,Martingale 0
05/04/2025,00:43:02,VVPPPV,WIN,Martingale 0
05/04/2025,00:44:06,VPPPVPP,LOSS,Martingale 1
05/04/2025,00:44:32,VPPPVPP,WIN,Martingale 1
05/04/2025,00:45:31,VPPVPP,LOSS,Martingale 1
05/04/2025,00:46:03,VPPVPP,BRANCO,Martingale 1
05/04/2025,00:48:05,PVBPPV,LOSS,Martingale 1
05/04/2025,00:48:37,PVBPPV,WIN,Martingale 1
05/04/2025,00:50:07,PVVPVP,WIN,Martingale 0
05/04/2025,00:51:06,VPVPPV,WIN,Martingale 0
05/04/2025,00:52:04,VPPVVP,LOSS,Martingale 1
05/04/2025,00:52:36,VPPVVP,WIN,Martingale 1
05/04/2025,00:54:06,VPPVVV,WIN,Martingale 0
05/04/2025,00:55:36,VVVVB,WIN,Martingale 0
05/04/2025,00:56:35,VVBVV,LOSS,Martingale 1
05/04/2025,00:57:07,VVBVV,LOSS,Martingale 2
05/04/2025,00:57:34,VVBVV,LOSS,Gale 1
05/04/2025,00:59:36,PPPPB,WIN,Martingale 0
05/04/2025,01:02:34,BVVVV,WIN,Martingale 0
05/04/2025,01:05:38,VPVPB,LOSS,Martingale 1
05/04/2025,01:06:05,VPVPB,WIN,Martingale 1
05/04/2025,01:07:35,BPVPV,WIN,Martingale 0
05/04/2025,01:09:36,VPVPPPV,LOSS,Martingale 1
05/04/2025,01:10:08,VPVPPPV,LOSS,Martingale 2
05/04/2025,01:10:35,VPVPPPV,WIN,Martingale 2
05/04/2025,01:12:05,VPPVPP,LOSS,Martingale 1
05/04/2025,01:12:37,VPPVPP,WIN,Martingale 1
05/04/2025,01:13:36,VPPPVV,WIN,Martingale 0
05/04/2025,01:15:06,PVVPVP,LOSS,Martingale 1
05/04/2025,01:15:37,PVVPVP,WIN,Martingale 1
05/04/2025,01:16:36,VPVPPVV,WIN,Martingale 0
05/04/2025,01:17:35,PPVVVP,WIN,Martingale 0
05/04/2025,01:18:39,PVVVPVP,WIN,Martingale 0
05/04/2025,01:20:09,VPVPB,LOSS,Martingale 1
05/04/2025,01:20:36,VPVPB,LOSS,Martingale 2
05/04/2025,01:21:08,VPVPB,WIN,Martingale 2
05/04/2025,01:24:12,PPPBV,LOSS,Martingale 1
05/04/2025,01:24:38,PPPBV,WIN,Martingale 1
05/04/2025,01:28:08,VPVVVVVVP,WIN,Martingale 0
05/04/2025,01:29:12,VVVPPV,LOSS,Martingale 1
05/04/2025,01:29:39,VVVPPV,WIN,Martingale 1
05/04/2025,01:33:09,VVPVVVVVV,LOSS,Martingale 1
05/04/2025,01:33:41,VVPVVVVVV,WIN,Martingale 1
05/04/2025,01:35:11,VVVPVPP,LOSS,Martingale 1
05/04/2025,01:35:43,VVVPVPP,BRANCO,Martingale 1
05/04/2025,01:39:44,VPPVVV,WIN,Martingale 0
05/04/2025,01:40:43,PVVVPP,LOSS,Martingale 1
05/04/2025,01:41:09,PVVVPP,WIN,Martingale 1
05/04/2025,01:42:39,VPPPVPV,BRANCO,Martingale 0
05/04/2025,01:45:12,BPVPV,WIN,Martingale 0
05/04/2025,01:47:13,VPVPPPV,WIN,Martingale 0
05/04/2025,01:48:12,VPPPVVP,WIN,Martingale 0
05/04/2025,01:49:42,VVPVVP,WIN,Martingale 0
05/04/2025,01:51:12,VVPPPV,WIN,Martingale 0
05/04/2025,01:52:42,PPVVVP,WIN,Martingale 0
05/04/2025,01:53:41,PVVVPVP,LOSS,Martingale 1
05/04/2025,01:54:13,PVVVPVP,WIN,Martingale 1
05/04/2025,01:55:12,VPVPPVV,WIN,Martingale 0
05/04/2025,01:56:42,PPVVVVP,WIN,Martingale 0
05/04/2025,01:58:11,VVVPVPP,WIN,Martingale 0
05/04/2025,01:59:46,VPPVPP,LOSS,Martingale 1
05/04/2025,02:00:13,VPPVPP,WIN,Martingale 1
05/04/2025,02:01:12,VPPPVV,WIN,Martingale 0
05/04/2025,02:03:14,VVPPPV,WIN,Martingale 0
05/04/2025,02:04:13,VPPPVVP,LOSS,Martingale 1
05/04/2025,02:04:44,VPPPVVP,WIN,Martingale 1
05/04/2025,02:06:14,VPPVPV,WIN,Martingale 0
05/04/2025,02:07:13,PPVPVPV,LOSS,Martingale 1
05/04/2025,02:07:45,PPVPVPV,LOSS,Martingale 2
05/04/2025,02:08:17,PPVPVPV,WIN,Martingale 2
05/04/2025,02:11:47,VVBVV,WIN,Martingale 0
05/04/2025,02:15:48,PVVPPB,LOSS,Martingale 1
05/04/2025,02:16:15,PVVPPB,WIN,Martingale 1
05/04/2025,02:19:18,BPVPV,WIN,Martingale 0
05/04/2025,02:20:48,PVPVPVP,LOSS,Martingale 1
05/04/2025,02:21:15,PVPVPVP,LOSS,Martingale 2
05/04/2025,02:21:47,PVPVPVP,LOSS,Gale 1
05/04/2025,02:24:14,PVVVVPPV,LOSS,Martingale 1
05/04/2025,02:24:46,PVVVVPPV,LOSS,Martingale 2
05/04/2025,02:25:18,PVVVVPPV,WIN,Martingale 2
05/04/2025,02:26:48,VPPVPV,WIN,Martingale 0
05/04/2025,02:27:47,PPVPVVV,LOSS,Martingale 1
05/04/2025,02:28:18,PPVPVVV,WIN,Martingale 1
05/04/2025,02:29:49,PVVVVPPP,WIN,Martingale 0
05/04/2025,02:31:45,VPPPPPPP,WIN,Martingale 0
05/04/2025,02:33:15,PPPPPPPV,LOSS,Martingale 1
05/04/2025,02:33:47,PPPPPPPV,WIN,Martingale 1
05/04/2025,02:35:17,PPVPVVV,LOSS,Martingale 1
05/04/2025,02:35:49,PPVPVVV,LOSS,Martingale 2
05/04/2025,02:36:21,PPVPVVV,WIN,Martingale 2
05/04/2025,02:37:51,VVVPPV,LOSS,Martingale 1
05/04/2025,02:38:17,VVVPPV,BRANCO,Martingale 1
05/04/2025,02:39:16,PVPBP,LOSS,Martingale 1
05/04/2025,02:39:48,PVPBP,WIN,Martingale 1
05/04/2025,02:41:18,BPPVVP,WIN,Martingale 0
05/04/2025,02:42:17,PVVPPB,BRANCO,Martingale 0
05/04/2025,02:44:49,BVVVV,WIN,Martingale 0
05/04/2025,02:49:21,PVBVVPV,WIN,Martingale 0
05/04/2025,02:52:20,BPPPP,WIN,Martingale 0
05/04/2025,02:54:53,PVVPVP,WIN,Martingale 0
05/04/2025,02:55:52,PVVPVPPP,WIN,Martingale 0
05/04/2025,02:57:21,PVPPPPPV,WIN,Martingale 0
05/04/2025,02:59:23,PVVPVV,BRANCO,Martingale 0
05/04/2025,03:00:53,VVBVV,LOSS,Martingale 1
05/04/2025,03:01:19,VVBVV,LOSS,Martingale 2
05/04/2025,03:01:51,VVBVV,LOSS,Gale 1
05/04/2025,03:03:21,VVPPPPV,LOSS,Martingale 1
05/04/2025,03:03:53,VVPPPPV,WIN,Martingale 1
05/04/2025,03:12:20,VVPPPV,LOSS,Martingale 1
05/04/2025,03:12:52,VVPPPV,LOSS,Martingale 2
05/04/2025,03:13:24,VVPPPV,WIN,Martingale 2
05/04/2025,03:14:54,VPPVPP,WIN,Martingale 0
05/04/2025,03:16:24,VPPVVP,WIN,Martingale 0
05/04/2025,03:17:23,PVVPPV,WIN,Martingale 0
05/04/2025,03:18:21,VPPVPP,LOSS,Martingale 1
05/04/2025,03:18:53,VPPVPP,WIN,Martingale 1
05/04/2025,03:19:52,VPPPVV,WIN,Martingale 0
05/04/2025,03:21:53,VVPVVP,LOSS,Martingale 1
05/04/2025,03:22:25,VVPVVP,LOSS,Martingale 2
05/04/2025,03:22:51,VVPVVP,LOSS,Gale 1
05/04/2025,03:28:54,VPPPVV,WIN,Martingale 0
05/04/2025,03:29:52,PPPVVVV,WIN,Martingale 0
05/04/2025,03:30:56,PPPVVVVVP,WIN,Martingale 0
05/04/2025,03:31:55,VVVPPV,LOSS,Martingale 1
05/04/2025,03:32:27,VVVPPV,LOSS,Martingale 2
05/04/2025,03:32:53,VVVPPV,LOSS,Gale 1
05/04/2025,03:34:23,PPPBV,LOSS,Martingale 1
05/04/2025,03:34:56,PPPBV,LOSS,Martingale 2
05/04/2025,03:35:28,PPPBV,WIN,Martingale 2
05/04/2025,03:37:24,PVPBP,LOSS,Martingale 1
05/04/2025,03:37:56,PVPBP,WIN,Martingale 1
05/04/2025,03:38:55,BPVPV,LOSS,Martingale 1
05/04/2025,03:39:27,BPVPV,LOSS,Martingale 2
05/04/2025,03:39:54,BPVPV,WIN,Martingale 2
05/04/2025,03:40:57,PVVVPP,LOSS,Martingale 1
05/04/2025,03:41:24,PVVVPP,WIN,Martingale 1
05/04/2025,03:42:29,VPPPVV,LOSS,Martingale 1
05/04/2025,03:42:55,VPPPVV,LOSS,Martingale 2
05/04/2025,03:43:27,VPPPVV,LOSS,Gale 1
05/04/2025,03:46:26,VVVVVVPVV,LOSS,Martingale 1
05/04/2025,03:46:58,VVVVVVPVV,WIN,Martingale 1
05/04/2025,03:47:56,VPVVPVP,WIN,Martingale 0
05/04/2025,03:48:55,VPVPPV,WIN,Martingale 0
05/04/2025,03:49:59,VPPVVV,BRANCO,Martingale 0
05/04/2025,03:53:55,PVVPVV,LOSS,Martingale 1
05/04/2025,03:54:27,PVVPVV,LOSS,Martingale 2
05/04/2025,03:54:59,PVVPVV,WIN,Martingale 2
05/04/2025,03:55:57,PVVVVPV,WIN,Martingale 0
05/04/2025,03:57:59,VPVPVPP,LOSS,Martingale 1
05/04/2025,03:58:31,VPVPVPP,LOSS,Martingale 2
05/04/2025,03:58:57,VPVPVPP,WIN,Martingale 2
05/04/2025,04:00:27,PVVPVV,LOSS,Martingale 1
